2014/9/26,27.74 
2014/9/27,28.04 
2014/9/28,26.08 
2014/9/29,18.60 
2014/9/30,22.91 
2014/10/1,23.13 
2014/10/2,24.53 
2014/10/3,25.11 
2014/10/4,23.88 
2014/10/5,24.19 
2014/10/6,24.01 
2014/10/7,24.19 
2014/10/8,46.18 
2014/10/9,41.31 
2014/10/10,43.31 
2014/10/11,44.99 
2014/10/12,45.30 
2014/10/13,43.05 
2014/10/14,34.40 
2014/10/15,34.31 
2014/10/16,33.34 
2014/10/17,30.40 
2014/10/18,30.55 
2014/10/19,30.58 
2014/10/20,34.46 
2014/10/21,25.41 
2014/10/22,26.17 
2014/10/23,24.54 
2014/10/24,29.36 
2014/10/25,29.18 
2014/10/26,29.39 
2014/10/27,28.80 
2014/10/28,28.61 
2014/10/29,25.75 
2014/10/30,25.51 
2014/10/31,27.25
2014/11/1,0 
